P_ID,PName,Category,Specs1,Price
PD_21002584,Character,Fashion,keep,385.39
PD_21002585,Piece,Electronics,bar,461.79
PD_21002586,Experience,Electronics,movement,101.48
PD_21002587,Receive,Books,event,146.24
PD_21002588,Leave,Fashion,role,201.35
PD_21002589,Have,Electronics,agent,56.31
PD_21002590,With,Fashion,make,45.74
PD_21002591,Say,Electronics,financial,27.12
PD_21002592,By,Electronics,power,396.35
PD_21002593,Laugh,Home Appliance,part,395.71
PD_21002594,Window,Electronics,partner,48.96
PD_21002595,Model,Electronics,music,460.35
PD_21002596,Something,Books,factor,397.73
PD_21002597,Also,Home Appliance,nearly,191.38
PD_21002598,Religious,Home Appliance,turn,169.05
PD_21002599,Task,Fashion,it,137.6
PD_21002600,Serious,Fitness,well,195.42
PD_21002601,Clear,Fitness,nation,200.98
PD_21002602,Exactly,Fitness,usually,58.5
PD_21002603,Especially,Books,out,309.98
PD_21002604,State,Fitness,green,146.52
PD_21002605,Recent,Fitness,third,452.59
PD_21002606,Various,Home Appliance,mission,447.73
PD_21002607,Region,Fitness,when,345.42
PD_21002608,Although,Books,only,204.24
PD_21002609,Exist,Fitness,also,389.02
PD_21002610,Television,Home Appliance,large,199.65
PD_21002611,Way,Books,raise,96.69
PD_21002612,Pm,Fitness,rich,235.67
PD_21002613,Lot,Books,who,354.98
PD_21002614,Boy,Electronics,read,11.27
PD_21002615,Owner,Fashion,worker,490.64
PD_21002616,Nature,Home Appliance,big,169.43
PD_21002617,Stage,Fashion,travel,325.34
PD_21002618,Top,Fashion,impact,97.76
PD_21002619,Affect,Fitness,may,161.14
PD_21002620,Audience,Books,compare,42.76
PD_21002621,Notice,Fashion,statement,357.2
PD_21002622,Quality,Fitness,five,99.62
PD_21002623,Which,Home Appliance,day,141.82
PD_21002624,Western,Home Appliance,can,411.87
PD_21002625,Again,Fitness,kitchen,163.71
PD_21002626,General,Home Appliance,option,46.59
PD_21002627,Book,Electronics,structure,169.91
PD_21002628,Drop,Home Appliance,step,290.59
PD_21002629,Summer,Books,why,180.56
PD_21002630,Marriage,Books,lead,65.55
PD_21002631,Report,Books,these,480.66
PD_21002632,Several,Home Appliance,effect,179.7
PD_21002633,Individual,Books,simply,346.26
PD_21002634,Task,Books,someone,104.38
PD_21002635,High,Fitness,whom,482.03
PD_21002636,However,Fitness,past,41.22
PD_21002637,Kind,Fashion,seven,86.92
PD_21002638,Population,Fitness,fall,78.7
PD_21002639,Enough,Electronics,official,144.34
PD_21002640,Treatment,Electronics,finally,436.83
PD_21002641,Reality,Books,oil,296.6
PD_21002642,Right,Books,course,82.21
PD_21002643,From,Fashion,you,192.09
PD_21002644,Technology,Electronics,reason,71.33
PD_21002645,Example,Books,edge,13.64
PD_21002646,West,Electronics,camera,462.6
PD_21002647,Work,Electronics,happen,443.81
PD_21002648,You,Home Appliance,it,370.28
PD_21002649,Beautiful,Fashion,art,64.32
PD_21002650,Three,Home Appliance,wind,350.14
PD_21002651,State,Fitness,nothing,259.86
PD_21002652,Situation,Fashion,investment,298.94
PD_21002653,Agree,Home Appliance,project,37.37
PD_21002654,Sense,Fashion,sister,144.99
PD_21002655,Property,Fashion,yet,97.74
PD_21002656,Also,Electronics,never,304.86
PD_21002657,Improve,Electronics,history,117.55
PD_21002658,Doctor,Fashion,civil,271.31
PD_21002659,Customer,Books,whatever,405.66
PD_21002660,Cell,Books,put,442.28
PD_21002661,Writer,Fitness,total,249.18
PD_21002662,Whose,Home Appliance,itself,267.54
PD_21002663,Fly,Books,care,147.93
PD_21002664,Power,Books,whole,36.93
PD_21002665,Middle,Books,remain,106.06
PD_21002666,Federal,Fashion,resource,211.67
PD_21002667,Baby,Electronics,school,413.2
PD_21002668,Cause,Books,painting,106.38
PD_21002669,Wide,Fitness,boy,11.51
PD_21002670,Place,Books,crime,91.35
PD_21002671,Quality,Books,play,87.12
PD_21002672,Up,Fitness,official,328.9
PD_21002673,Debate,Fashion,media,75.25
PD_21002674,Science,Fashion,begin,122.53
PD_21002675,Writer,Fashion,site,229.47
PD_21002676,Local,Fashion,fire,102.01
PD_21002677,Measure,Electronics,everybody,448.8
PD_21002678,Middle,Fashion,whose,268.74
PD_21002679,By,Home Appliance,produce,475.49
PD_21002680,Role,Fashion,necessary,123.42
PD_21002681,Energy,Electronics,after,141.16
PD_21002682,Eat,Fitness,usually,144.72
PD_21002683,Former,Books,garden,309.03
PD_21002684,Part,Fitness,evening,246.22
PD_21002685,Option,Electronics,sister,495.96
PD_21002686,Like,Fashion,wife,321.86
PD_21002687,See,Home Appliance,chance,27.63
PD_21002688,Central,Electronics,claim,182.68
PD_21002689,Trade,Fashion,indeed,473.31
PD_21002690,Speech,Books,Mr,209.43
PD_21002691,Rest,Fashion,teach,347.66
PD_21002692,Debate,Electronics,price,121.38
PD_21002693,Staff,Fitness,data,303.0
PD_21002694,Enter,Fashion,man,394.21
PD_21002695,Young,Home Appliance,manage,424.08
PD_21002696,Truth,Books,process,375.96
PD_21002697,Maybe,Electronics,team,447.96
PD_21002698,Take,Books,mouth,29.92
PD_21002699,Others,Fitness,time,137.28
PD_21002700,Short,Electronics,tree,262.3
PD_21002701,Paper,Fitness,mean,164.16
PD_21002702,Top,Books,cut,83.31
PD_21002703,Specific,Electronics,family,210.1
PD_21002704,Physical,Fitness,about,394.36
PD_21002705,Involve,Electronics,senior,116.22
PD_21002706,Center,Home Appliance,card,332.43
PD_21002707,Month,Electronics,evening,53.93
PD_21002708,Real,Fitness,mention,193.99
PD_21002709,Impact,Fitness,city,33.22
PD_21002710,Various,Books,learn,359.84
PD_21002711,Quickly,Home Appliance,coach,99.95
PD_21002712,Decade,Fashion,stock,416.65
PD_21002713,Agency,Electronics,agent,201.56
PD_21002714,Quality,Books,more,131.84
PD_21002715,Through,Books,here,345.03
PD_21002716,Able,Fitness,human,462.16
PD_21002717,Move,Home Appliance,statement,166.06
PD_21002718,Assume,Home Appliance,four,387.83
PD_21002719,Summer,Fashion,certainly,279.21
PD_21002720,Environment,Fitness,really,364.64
PD_21002721,Bad,Electronics,direction,285.18
PD_21002722,First,Home Appliance,good,261.08
PD_21002723,Minute,Fashion,rather,483.23
PD_21002724,Response,Home Appliance,meeting,357.82
PD_21002725,Draw,Fitness,white,139.94
PD_21002726,Consider,Home Appliance,prove,379.73
PD_21002727,Price,Fitness,ahead,496.55
PD_21002728,Close,Electronics,single,295.77
PD_21002729,Know,Books,glass,363.94
PD_21002730,College,Fashion,simply,214.83
PD_21002731,Ball,Fitness,else,245.45
PD_21002732,Suddenly,Home Appliance,let,313.84
PD_21002733,Employee,Books,crime,105.02
PD_21002734,Scene,Books,quickly,149.92
PD_21002735,Woman,Books,old,51.52
PD_21002736,Us,Electronics,paper,449.98
PD_21002737,Game,Electronics,what,234.57
PD_21002738,Southern,Fitness,nature,47.51
PD_21002739,Right,Electronics,when,491.15
PD_21002740,Customer,Fitness,cause,85.18
PD_21002741,Hundred,Fashion,concern,430.3
PD_21002742,Law,Fitness,teacher,13.09
PD_21002743,Know,Home Appliance,top,109.11
PD_21002744,Relationship,Fashion,watch,158.36
PD_21002745,Difference,Books,only,238.93
PD_21002746,Poor,Home Appliance,food,487.41
PD_21002747,Instead,Fitness,determine,384.33
PD_21002748,Language,Fitness,save,328.9
PD_21002749,Heavy,Fitness,fast,175.07
PD_21002750,High,Home Appliance,force,79.13
PD_21002751,Pull,Home Appliance,blood,134.39
PD_21002752,Themselves,Home Appliance,responsibility,195.98
PD_21002753,Policy,Home Appliance,popular,459.51
PD_21002754,Score,Electronics,win,382.37
PD_21002755,Both,Electronics,wide,286.46
PD_21002756,Argue,Fitness,behavior,196.16
PD_21002757,Assume,Fashion,huge,265.6
PD_21002758,Policy,Books,stand,445.95
PD_21002759,City,Electronics,nor,115.48
PD_21002760,Sort,Fitness,boy,326.13
PD_21002761,Language,Fitness,toward,475.35
PD_21002762,Identify,Electronics,ground,97.69
PD_21002763,Human,Fashion,will,120.23
PD_21002764,Fact,Home Appliance,travel,254.74
PD_21002765,Job,Fitness,operation,222.66
PD_21002766,Finally,Books,PM,408.63
PD_21002767,Carry,Books,run,356.27
PD_21002768,Travel,Fashion,idea,251.82
PD_21002769,Everything,Fashion,Republican,458.97
PD_21002770,She,Books,play,434.21
PD_21002771,That,Fashion,power,34.88
PD_21002772,Measure,Home Appliance,son,157.35
PD_21002773,Vote,Fashion,including,481.2
PD_21002774,Happy,Fitness,home,70.18
PD_21002775,Get,Electronics,music,397.73
PD_21002776,Success,Books,evidence,60.72
PD_21002777,Model,Home Appliance,night,296.99
PD_21002778,Finally,Books,collection,238.55
PD_21002779,Song,Electronics,major,57.99
PD_21002780,Moment,Electronics,federal,286.27
PD_21002781,National,Fashion,American,66.96
PD_21002782,Shake,Books,realize,462.49
PD_21002783,Start,Home Appliance,need,198.67
PD_21002784,Book,Electronics,toward,395.64
PD_21002785,Tell,Home Appliance,find,24.85
PD_21002786,Now,Books,school,179.83
PD_21002787,Month,Books,beyond,353.52
PD_21002788,Military,Books,author,439.57
PD_21002789,Large,Fitness,do,390.81
PD_21002790,Relate,Fashion,to,425.68
PD_21002791,During,Electronics,old,273.11
PD_21002792,Should,Fashion,by,386.76
PD_21002793,Politics,Home Appliance,push,331.35
PD_21002794,Treat,Electronics,same,108.69
PD_21002795,Interesting,Home Appliance,church,180.5
PD_21002796,So,Books,exist,447.23
PD_21002797,Per,Electronics,enjoy,305.54
PD_21002798,Film,Fitness,positive,397.08
PD_21002799,Maintain,Home Appliance,yet,143.62
PD_21002800,To,Electronics,success,93.38
PD_21002801,Participant,Fitness,laugh,56.99
PD_21002802,Management,Electronics,yard,258.75
PD_21002803,Movie,Books,past,208.33
PD_21002804,Leader,Electronics,well,448.35
PD_21002805,Upon,Home Appliance,popular,463.47
PD_21002806,Change,Fashion,understand,493.94
PD_21002807,Bad,Fitness,land,15.31
PD_21002808,Sound,Books,industry,309.65
PD_21002809,Fly,Fashion,grow,330.13
PD_21002810,Movement,Fashion,writer,215.03
PD_21002811,Fast,Books,list,493.84
PD_21002812,Its,Fitness,between,47.04
PD_21002813,Listen,Fashion,treat,69.6
PD_21002814,Buy,Fitness,before,288.33
PD_21002815,Energy,Home Appliance,real,241.94
PD_21002816,Two,Fashion,play,420.3
PD_21002817,Democratic,Home Appliance,above,438.98
PD_21002818,Believe,Home Appliance,economy,450.44
PD_21002819,Somebody,Electronics,foreign,416.22
PD_21002820,Box,Home Appliance,ever,84.05
PD_21002821,Region,Books,that,144.55
PD_21002822,Democrat,Electronics,yourself,101.27
PD_21002823,Fly,Fashion,simple,108.92
PD_21002824,Wrong,Fashion,peace,218.46
PD_21002825,Through,Home Appliance,strong,348.28
PD_21002826,Open,Electronics,nothing,273.93
PD_21002827,Democratic,Fashion,how,190.34
PD_21002828,This,Home Appliance,sing,380.14
PD_21002829,Measure,Fashion,commercial,283.29
PD_21002830,People,Books,mission,30.64
PD_21002831,Idea,Fitness,early,451.56
PD_21002832,Prevent,Books,leave,320.39
PD_21002833,Security,Fashion,make,421.18
PD_21002834,Test,Electronics,risk,303.36
PD_21002835,Individual,Electronics,Mrs,266.33
PD_21002836,Despite,Electronics,involve,275.73
PD_21002837,Call,Electronics,pass,453.03
PD_21002838,Father,Fashion,strong,376.97
PD_21002839,Fund,Electronics,certainly,377.4
PD_21002840,Customer,Electronics,respond,64.49
PD_21002841,Large,Books,carry,273.32
PD_21002842,Nor,Books,cause,139.55
PD_21002843,Dog,Electronics,pattern,74.3
PD_21002844,Maybe,Electronics,wish,425.05
PD_21002845,Radio,Fashion,training,213.74
PD_21002846,Item,Fashion,TV,172.21
PD_21002847,Soon,Fitness,happy,13.33
PD_21002848,Senior,Fashion,imagine,108.46
PD_21002849,Actually,Fashion,always,417.09
PD_21002850,Step,Fitness,first,111.86
PD_21002851,Among,Electronics,issue,27.02
PD_21002852,Technology,Home Appliance,once,71.62
PD_21002853,Deal,Electronics,though,257.96
PD_21002854,Find,Home Appliance,expert,472.41
PD_21002855,Health,Books,north,277.19
PD_21002856,Customer,Books,should,448.24
PD_21002857,Easy,Fashion,only,31.52
PD_21002858,A,Home Appliance,real,56.72
PD_21002859,Many,Fitness,enjoy,289.53
PD_21002860,Should,Home Appliance,TV,177.24
PD_21002861,Newspaper,Electronics,bad,12.41
PD_21002862,High,Home Appliance,sometimes,84.21
PD_21002863,Apply,Electronics,cell,277.17
PD_21002864,Example,Books,mind,210.54
PD_21002865,Force,Fashion,tonight,57.4
PD_21002866,Western,Electronics,goal,101.92
PD_21002867,Stage,Fitness,degree,342.63
PD_21002868,Recognize,Fitness,represent,254.26
PD_21002869,Mother,Fitness,partner,398.88
PD_21002870,Case,Fashion,measure,480.21
PD_21002871,Ago,Fashion,spend,158.15
PD_21002872,Plan,Home Appliance,approach,309.47
PD_21002873,Draw,Books,lawyer,117.6
PD_21002874,Final,Home Appliance,ago,353.64
PD_21002875,Value,Home Appliance,hour,290.49
PD_21002876,Single,Fashion,business,89.86
PD_21002877,Week,Electronics,view,23.62
PD_21002878,Finally,Home Appliance,parent,312.81
PD_21002879,Hour,Electronics,best,191.28
PD_21002880,Rule,Electronics,we,216.06
PD_21002881,Staff,Home Appliance,first,300.11
PD_21002882,Involve,Fashion,beyond,169.88
PD_21002883,Know,Fashion,live,105.43
PD_21002884,Sort,Fitness,go,54.83
PD_21002885,There,Home Appliance,question,455.32
PD_21002886,Reveal,Books,finally,487.71
PD_21002887,Stop,Fitness,who,45.89
PD_21002888,Lot,Books,spring,295.95
PD_21002889,Fund,Fitness,prove,40.86
PD_21002890,Activity,Electronics,action,183.43
PD_21002891,Relationship,Home Appliance,card,185.21
PD_21002892,Popular,Books,computer,444.54
PD_21002893,Child,Fashion,painting,199.46
PD_21002894,Carry,Fitness,part,239.42
PD_21002895,Production,Books,experience,140.09
PD_21002896,Material,Home Appliance,card,352.8
PD_21002897,Third,Fashion,staff,417.53
PD_21002898,Approach,Books,present,37.51
PD_21002899,Manage,Fashion,inside,439.67
PD_21002900,Society,Home Appliance,actually,345.12
PD_21002901,About,Books,lawyer,299.45
PD_21002902,Even,Fitness,issue,364.26
PD_21002903,Offer,Electronics,rock,391.17
PD_21002904,Case,Home Appliance,film,281.61
PD_21002905,Watch,Fashion,follow,151.2
PD_21002906,Stand,Home Appliance,move,82.36
PD_21002907,Director,Fashion,station,243.17
PD_21002908,Many,Books,possible,329.72
PD_21002909,Station,Fitness,certain,391.3
PD_21002910,Rather,Fashion,important,169.38
PD_21002911,Wear,Books,draw,59.29
PD_21002912,Civil,Fashion,other,472.6
PD_21002913,Executive,Fitness,way,385.17
PD_21002914,Road,Fitness,say,50.33
PD_21002915,War,Books,fight,216.0
PD_21002916,Near,Fashion,remain,90.56
PD_21002917,Born,Books,yet,291.05
PD_21002918,Team,Books,animal,191.66
PD_21002919,Senior,Home Appliance,officer,155.4
PD_21002920,Especially,Electronics,between,317.97
PD_21002921,Character,Fashion,billion,78.44
PD_21002922,Paper,Home Appliance,practice,96.29
PD_21002923,Break,Fashion,item,10.27
PD_21002924,Rest,Home Appliance,factor,392.19
PD_21002925,Population,Fashion,study,480.3
PD_21002926,Until,Fashion,pass,367.07
PD_21002927,Phone,Fashion,last,397.2
PD_21002928,Ask,Home Appliance,rest,149.05
PD_21002929,Enough,Home Appliance,success,64.45
PD_21002930,Face,Books,voice,220.8
PD_21002931,However,Home Appliance,administration,223.29
PD_21002932,Effort,Books,baby,175.99
PD_21002933,Feel,Electronics,truth,366.12
PD_21002934,Nor,Books,site,188.14
PD_21002935,And,Fitness,business,469.54
PD_21002936,Win,Fitness,nearly,274.29
PD_21002937,Material,Fashion,play,217.73
PD_21002938,Impact,Fitness,degree,150.41
PD_21002939,Set,Books,scene,399.67
PD_21002940,Music,Electronics,but,409.56
PD_21002941,Town,Fitness,memory,89.94
PD_21002942,Policy,Books,natural,363.97
PD_21002943,Apply,Books,everybody,435.4
PD_21002944,Table,Fitness,edge,39.16
PD_21002945,Agent,Books,spend,337.51
PD_21002946,Worry,Books,record,97.45
PD_21002947,Too,Books,really,415.92
PD_21002948,Bank,Fitness,everybody,469.15
PD_21002949,Particular,Electronics,every,273.17
PD_21002950,Sell,Fitness,course,325.43
PD_21002951,Themselves,Fashion,consider,234.83
PD_21002952,Issue,Fashion,stop,132.69
PD_21002953,Provide,Books,little,130.26
PD_21002954,Provide,Fitness,fish,269.31
PD_21002955,Help,Fitness,people,472.53
PD_21002956,Maybe,Home Appliance,opportunity,51.59
PD_21002957,Kitchen,Electronics,president,278.36
PD_21002958,Strategy,Fitness,participant,38.64
PD_21002959,Somebody,Books,method,374.0
PD_21002960,Data,Books,per,288.03
PD_21002961,Figure,Books,want,56.92
PD_21002962,See,Electronics,front,18.59
PD_21002963,Education,Fitness,get,285.3
PD_21002964,Whether,Fashion,ago,24.95
PD_21002965,Conference,Books,arrive,47.7
PD_21002966,Improve,Fitness,yeah,401.65
PD_21002967,Card,Fitness,his,313.2
PD_21002968,Data,Electronics,about,420.39
PD_21002969,Job,Fashion,usually,15.93
PD_21002970,Tree,Books,a,476.84
PD_21002971,By,Books,officer,68.08
PD_21002972,Daughter,Home Appliance,food,487.91
PD_21002973,Throughout,Fitness,very,95.09
PD_21002974,Sometimes,Electronics,knowledge,95.2
PD_21002975,Expert,Home Appliance,show,14.87
PD_21002976,Subject,Fashion,foreign,330.92
PD_21002977,Medical,Electronics,person,338.28
PD_21002978,Seek,Fashion,stage,115.35
PD_21002979,Herself,Electronics,leave,69.95
PD_21002980,Account,Fashion,choose,496.3
PD_21002981,Happy,Books,hundred,454.86
PD_21002982,Development,Home Appliance,listen,30.91
PD_21002983,Language,Fitness,cause,239.86
PD_21002984,Yard,Fitness,short,320.66
PD_21002985,Lot,Books,team,21.7
PD_21002986,Question,Electronics,yard,331.23
PD_21002987,Protect,Books,condition,196.4
PD_21002988,Yes,Home Appliance,human,328.44
PD_21002989,Growth,Electronics,throughout,395.53
PD_21002990,Individual,Fashion,together,136.42
PD_21002991,Actually,Fashion,hundred,117.12
PD_21002992,Tell,Fitness,particularly,267.4
PD_21002993,Trouble,Fashion,politics,179.11
PD_21002994,Relationship,Fitness,budget,152.84
PD_21002995,Attorney,Fitness,safe,492.71
PD_21002996,Radio,Fashion,already,229.03
PD_21002997,Call,Electronics,south,340.09
PD_21002998,Establish,Home Appliance,no,239.81
PD_21002999,Professional,Fashion,by,235.58
PD_21003000,Most,Books,administration,325.49
PD_21003001,Interest,Fitness,help,164.75
PD_21003002,Do,Home Appliance,watch,308.82
PD_21003003,Check,Fitness,spring,389.29
PD_21003004,Man,Fitness,office,124.12
PD_21003005,Piece,Electronics,little,145.09
PD_21003006,Nation,Books,kid,56.88
PD_21003007,Lose,Fashion,imagine,12.66
PD_21003008,Perhaps,Fashion,rate,315.56
PD_21003009,Raise,Fashion,former,299.48
PD_21003010,Win,Fitness,while,240.03
PD_21003011,Argue,Fashion,yes,45.5
PD_21003012,Drug,Electronics,discover,430.95
PD_21003013,Employee,Electronics,it,25.21
PD_21003014,Any,Books,style,482.82
PD_21003015,Thus,Home Appliance,no,480.97
PD_21003016,Former,Fashion,teach,170.0
PD_21003017,To,Home Appliance,decide,307.55
PD_21003018,Others,Fashion,officer,197.64
PD_21003019,Argue,Home Appliance,soon,124.74
PD_21003020,Expert,Fitness,else,200.22
PD_21003021,Feel,Books,step,102.25
PD_21003022,Contain,Home Appliance,night,90.9
PD_21003023,Charge,Books,place,347.31
PD_21003024,Already,Fitness,face,156.75
PD_21003025,Ever,Home Appliance,age,143.78
PD_21003026,Value,Fitness,stage,343.71
PD_21003027,Per,Fitness,ok,98.09
PD_21003028,Amount,Fitness,side,199.97
PD_21003029,Employee,Fashion,television,122.5
PD_21003030,Because,Fitness,better,273.28
PD_21003031,Possible,Electronics,best,378.33
PD_21003032,Production,Electronics,field,94.77
PD_21003033,Plant,Fitness,worry,355.91
PD_21003034,Service,Electronics,into,261.85
PD_21003035,Lot,Fashion,meet,264.6
PD_21003036,Boy,Electronics,successful,166.01
PD_21003037,Account,Fashion,become,221.3
PD_21003038,Hope,Electronics,ready,224.62
PD_21003039,Debate,Electronics,type,405.98
PD_21003040,Stock,Electronics,here,291.64
PD_21003041,Answer,Fashion,significant,411.49
PD_21003042,Success,Fashion,little,92.16
PD_21003043,Third,Electronics,radio,265.0
PD_21003044,Summer,Home Appliance,something,431.24
PD_21003045,Decision,Home Appliance,coach,317.73
PD_21003046,Morning,Books,memory,29.31
PD_21003047,Trouble,Fashion,father,16.0
PD_21003048,Same,Books,offer,10.73
PD_21003049,Return,Fashion,enter,45.04
PD_21003050,Account,Electronics,day,149.81
PD_21003051,Win,Fitness,none,165.03
PD_21003052,Magazine,Fashion,leg,380.79
PD_21003053,Outside,Fitness,wonder,182.91
PD_21003054,Laugh,Fashion,least,497.35
PD_21003055,Two,Electronics,call,146.41
PD_21003056,Challenge,Fashion,top,112.85
PD_21003057,Professional,Books,yeah,302.71
PD_21003058,Today,Home Appliance,particular,339.51
PD_21003059,Finally,Fashion,moment,137.18
PD_21003060,Behavior,Electronics,model,162.38
PD_21003061,Computer,Fashion,win,230.58
PD_21003062,Put,Fitness,small,24.31
PD_21003063,Pressure,Fashion,possible,323.91
PD_21003064,Knowledge,Home Appliance,cultural,378.24
PD_21003065,Inside,Electronics,before,22.03
PD_21003066,Party,Electronics,question,492.06
PD_21003067,Sometimes,Fitness,head,289.92
PD_21003068,Day,Fashion,guess,255.27
PD_21003069,Alone,Books,street,487.31
PD_21003070,Approach,Electronics,long,98.27
PD_21003071,See,Fashion,cell,29.44
PD_21003072,Traditional,Fitness,every,211.72
PD_21003073,Finish,Home Appliance,federal,367.59
PD_21003074,History,Fitness,field,457.56
PD_21003075,Magazine,Fashion,fish,159.99
PD_21003076,Avoid,Home Appliance,score,481.66
PD_21003077,Push,Books,way,263.16
PD_21003078,Employee,Electronics,actually,229.6
PD_21003079,Service,Electronics,speech,491.46
PD_21003080,Hotel,Books,fall,202.03
PD_21003081,Allow,Fitness,explain,32.69
PD_21003082,Difference,Home Appliance,allow,253.71
PD_21003083,Professor,Books,check,448.24
PD_21003084,Believe,Books,without,353.21
PD_21003085,Campaign,Books,safe,295.52
PD_21003086,Strategy,Fashion,lose,433.2
PD_21003087,Cold,Fashion,degree,130.34
PD_21003088,Age,Electronics,article,44.87
PD_21003089,Reflect,Fitness,mean,358.64
PD_21003090,Improve,Electronics,finally,305.87
PD_21003091,Memory,Fitness,those,258.52
PD_21003092,Report,Fashion,clearly,112.83
PD_21003093,Assume,Books,also,91.56
PD_21003094,Use,Home Appliance,Mrs,367.25
PD_21003095,Draw,Electronics,instead,17.12
PD_21003096,Together,Fitness,hope,88.08
PD_21003097,Today,Books,it,211.81
PD_21003098,Subject,Fashion,help,465.08
PD_21003099,Wear,Books,film,470.39
PD_21003100,High,Home Appliance,public,468.36
PD_21003101,Plan,Fashion,today,470.99
PD_21003102,Woman,Books,edge,347.31
PD_21003103,Per,Home Appliance,trade,342.65
PD_21003104,Full,Fitness,what,149.5
PD_21003105,Election,Fitness,but,280.58
PD_21003106,All,Books,plan,404.43
PD_21003107,Into,Books,resource,271.36
PD_21003108,Respond,Books,read,21.1
PD_21003109,Beautiful,Fashion,above,224.96
PD_21003110,Language,Fashion,nice,392.84
PD_21003111,Or,Fashion,dog,294.42
PD_21003112,Can,Books,century,298.75
PD_21003113,Traditional,Electronics,management,189.79
PD_21003114,Street,Electronics,say,250.74
PD_21003115,Best,Fashion,couple,308.92
PD_21003116,Trial,Fitness,set,354.57
PD_21003117,Water,Home Appliance,onto,139.07
PD_21003118,Daughter,Fitness,several,23.65
PD_21003119,Maintain,Electronics,despite,168.22
PD_21003120,Daughter,Home Appliance,child,431.68
PD_21003121,Himself,Fashion,everything,243.71
PD_21003122,Surface,Fashion,goal,456.23
PD_21003123,Resource,Fitness,they,75.73
PD_21003124,Fish,Home Appliance,some,378.98
PD_21003125,Born,Books,new,474.58
PD_21003126,Room,Fashion,up,434.87
PD_21003127,Oil,Electronics,people,173.64
PD_21003128,Everyone,Electronics,action,36.14
PD_21003129,Thus,Fitness,radio,274.9
PD_21003130,Next,Fitness,knowledge,432.22
PD_21003131,Thing,Electronics,for,267.12
PD_21003132,Every,Home Appliance,main,219.38
PD_21003133,Make,Fitness,threat,249.96
PD_21003134,To,Books,push,295.28
PD_21003135,Establish,Electronics,site,78.42
PD_21003136,Table,Fashion,project,304.07
PD_21003137,Life,Fashion,lead,76.53
PD_21003138,Number,Home Appliance,operation,187.98
PD_21003139,Wife,Fashion,throw,166.98
PD_21003140,Daughter,Fitness,fear,427.19
PD_21003141,Both,Fashion,north,302.66
PD_21003142,Successful,Fitness,assume,106.9
PD_21003143,Radio,Home Appliance,history,485.06
PD_21003144,Opportunity,Electronics,structure,428.67
PD_21003145,Pressure,Home Appliance,think,168.32
PD_21003146,Little,Electronics,improve,494.98
PD_21003147,Indeed,Fashion,worker,492.64
PD_21003148,Board,Home Appliance,site,140.96
PD_21003149,Style,Books,as,97.45
PD_21003150,Beautiful,Fitness,product,405.58
PD_21003151,Base,Fashion,board,52.56
PD_21003152,Surface,Electronics,involve,173.3
PD_21003153,Any,Home Appliance,different,255.8
PD_21003154,While,Fitness,table,12.04
PD_21003155,Its,Electronics,top,136.2
PD_21003156,Next,Books,force,431.29
PD_21003157,Myself,Electronics,TV,425.3
PD_21003158,Job,Fitness,structure,267.55
PD_21003159,Within,Fashion,live,427.4
PD_21003160,Statement,Books,if,476.24
PD_21003161,Audience,Home Appliance,or,337.02
PD_21003162,Though,Books,article,120.05
PD_21003163,Better,Home Appliance,carry,238.31
PD_21003164,We,Electronics,evening,492.53
PD_21003165,Anyone,Fitness,special,251.75
PD_21003166,Owner,Electronics,seven,432.43
PD_21003167,Bed,Fashion,force,277.4
PD_21003168,Room,Fitness,clear,455.81
PD_21003169,Young,Fitness,rock,152.45
PD_21003170,Part,Electronics,energy,247.4
PD_21003171,Growth,Electronics,company,81.46
PD_21003172,Open,Home Appliance,president,186.93
PD_21003173,Move,Electronics,administration,495.45
PD_21003174,Customer,Books,join,393.18
PD_21003175,Their,Fashion,little,471.05
PD_21003176,Record,Home Appliance,face,202.39
PD_21003177,Building,Fitness,church,395.56
PD_21003178,Others,Fitness,who,158.56
PD_21003179,Others,Books,half,328.23
PD_21003180,Collection,Home Appliance,notice,119.75
PD_21003181,Song,Home Appliance,so,97.56
PD_21003182,Beyond,Books,interesting,82.07
PD_21003183,Us,Fitness,necessary,432.98
PD_21003184,Trial,Home Appliance,baby,120.14
PD_21003185,Color,Home Appliance,enter,196.47
PD_21003186,History,Fitness,hotel,39.3
PD_21003187,Design,Fashion,activity,125.3
PD_21003188,Quality,Electronics,bank,404.54
PD_21003189,Model,Home Appliance,certainly,367.07
PD_21003190,Leave,Books,cell,33.42
PD_21003191,Free,Home Appliance,degree,205.57
PD_21003192,Own,Books,major,281.83
PD_21003193,Know,Books,necessary,74.61
PD_21003194,Reality,Fitness,indeed,26.73
PD_21003195,Fast,Fashion,ahead,356.26
PD_21003196,Computer,Books,tough,12.35
PD_21003197,Themselves,Home Appliance,need,460.43
PD_21003198,Service,Books,provide,130.79
PD_21003199,Vote,Books,memory,335.9
PD_21003200,Adult,Home Appliance,final,351.27
PD_21003201,Have,Home Appliance,minute,192.89
PD_21003202,Candidate,Fashion,worry,389.61
PD_21003203,Building,Fitness,keep,441.06
PD_21003204,Find,Home Appliance,worker,105.55
PD_21003205,Citizen,Fashion,you,291.36
PD_21003206,Line,Fitness,discussion,353.44
PD_21003207,Level,Books,spend,326.58
PD_21003208,Establish,Books,themselves,205.48
PD_21003209,Religious,Books,property,76.28
PD_21003210,Young,Fitness,air,359.35
PD_21003211,Call,Books,would,11.37
