SD_ID,C_ID,Plan_ID,From_Date,To_Date
SPD_201001422,CS_11001722,Pln_51000003,2023-05-05,2024-08-18
SPD_201001423,CS_11007114,Pln_51000001,2024-06-23,2024-11-27
SPD_201001424,CS_11002930,Pln_51000003,2023-12-03,2025-01-05
SPD_201001425,CS_11007340,Pln_51000001,2023-05-31,2024-09-15
SPD_201001426,CS_11000255,Pln_51000002,2023-01-24,2024-12-18
SPD_201001427,CS_11004764,Pln_51000003,2023-10-11,2025-09-18
SPD_201001428,CS_11007094,Pln_51000003,2023-06-11,2024-08-28
SPD_201001429,CS_11006548,Pln_51000002,2024-01-25,2025-09-18
SPD_201001430,CS_11005761,Pln_51000001,2023-04-06,2024-01-03
SPD_201001431,CS_11004799,Pln_51000001,2024-12-23,2024-06-07
SPD_201001432,CS_11008501,Pln_51000001,2024-03-13,2025-12-15
SPD_201001433,CS_11006436,Pln_51000003,2023-12-10,2024-04-21
SPD_201001434,CS_11001339,Pln_51000002,2024-09-22,2025-03-10
SPD_201001435,CS_11005750,Pln_51000003,2023-06-18,2025-06-22
SPD_201001436,CS_11003824,Pln_51000002,2024-12-18,2024-08-30
SPD_201001437,CS_11001357,Pln_51000001,2024-02-17,2024-09-07
SPD_201001438,CS_11006824,Pln_51000001,2023-09-21,2024-08-19
SPD_201001439,CS_11007358,Pln_51000001,2024-08-25,2025-10-16
SPD_201001440,CS_11006361,Pln_51000003,2024-04-08,2024-12-08
SPD_201001441,CS_11001720,Pln_51000001,2023-11-06,2025-01-06
SPD_201001442,CS_11002685,Pln_51000001,2024-10-28,2024-06-16
SPD_201001443,CS_11001931,Pln_51000002,2024-04-11,2024-01-17
SPD_201001444,CS_11009172,Pln_51000001,2023-11-07,2025-05-02
SPD_201001445,CS_11001386,Pln_51000002,2023-07-31,2025-09-07
SPD_201001446,CS_11005025,Pln_51000002,2023-07-23,2024-06-25
SPD_201001447,CS_11005865,Pln_51000001,2024-01-17,2024-08-18
SPD_201001448,CS_11004373,Pln_51000002,2024-04-11,2025-08-20
SPD_201001449,CS_11001564,Pln_51000001,2023-12-27,2024-12-08
SPD_201001450,CS_11005282,Pln_51000001,2023-12-09,2025-04-05
SPD_201001451,CS_11003687,Pln_51000003,2023-03-18,2025-04-19
SPD_201001452,CS_11006011,Pln_51000001,2024-05-08,2025-12-25
SPD_201001453,CS_11002778,Pln_51000001,2024-06-24,2025-10-22
SPD_201001454,CS_11009466,Pln_51000001,2023-11-01,2024-06-14
SPD_201001455,CS_11007598,Pln_51000002,2023-03-09,2025-05-20
SPD_201001456,CS_11007315,Pln_51000002,2023-08-31,2024-03-27
SPD_201001457,CS_11008161,Pln_51000001,2023-08-22,2025-01-20
SPD_201001458,CS_11000668,Pln_51000002,2023-12-17,2024-10-16
SPD_201001459,CS_11002724,Pln_51000002,2024-06-11,2024-05-30
SPD_201001460,CS_11006926,Pln_51000001,2024-04-02,2024-07-25
SPD_201001461,CS_11003874,Pln_51000001,2024-10-04,2024-02-27
SPD_201001462,CS_11009738,Pln_51000003,2023-11-14,2024-05-10
SPD_201001463,CS_11001516,Pln_51000003,2023-04-11,2025-12-21
SPD_201001464,CS_11009262,Pln_51000003,2024-08-02,2024-02-04
SPD_201001465,CS_11007779,Pln_51000002,2024-09-15,2025-08-12
SPD_201001466,CS_11009810,Pln_51000002,2023-10-05,2024-04-12
SPD_201001467,CS_11000940,Pln_51000002,2023-05-09,2024-09-05
SPD_201001468,CS_11005462,Pln_51000003,2023-04-07,2025-04-24
SPD_201001469,CS_11004996,Pln_51000002,2024-06-12,2024-06-13
SPD_201001470,CS_11004505,Pln_51000003,2024-01-20,2025-03-30
SPD_201001471,CS_11008750,Pln_51000001,2024-05-21,2024-05-16
SPD_201001472,CS_11009282,Pln_51000001,2024-04-06,2024-06-20
SPD_201001473,CS_11009759,Pln_51000002,2023-07-20,2024-03-23
SPD_201001474,CS_11008362,Pln_51000001,2024-12-08,2024-09-11
SPD_201001475,CS_11004373,Pln_51000001,2023-08-02,2025-06-15
SPD_201001476,CS_11005478,Pln_51000001,2024-02-17,2024-03-20
SPD_201001477,CS_11004374,Pln_51000003,2024-06-24,2024-04-18
SPD_201001478,CS_11007305,Pln_51000003,2023-01-14,2024-05-20
SPD_201001479,CS_11007977,Pln_51000002,2023-12-07,2025-03-20
SPD_201001480,CS_11003400,Pln_51000001,2024-06-25,2025-11-14
SPD_201001481,CS_11008855,Pln_51000003,2024-06-24,2025-10-16
SPD_201001482,CS_11004703,Pln_51000002,2024-11-11,2025-05-08
SPD_201001483,CS_11001184,Pln_51000001,2024-08-29,2025-02-13
SPD_201001484,CS_11006992,Pln_51000003,2024-01-03,2025-07-11
SPD_201001485,CS_11007738,Pln_51000003,2024-07-31,2024-10-10
SPD_201001486,CS_11001959,Pln_51000003,2023-03-12,2025-01-06
SPD_201001487,CS_11003485,Pln_51000001,2023-10-06,2024-12-23
SPD_201001488,CS_11007420,Pln_51000003,2024-09-25,2024-01-06
SPD_201001489,CS_11009743,Pln_51000002,2024-10-12,2025-07-03
SPD_201001490,CS_11003792,Pln_51000003,2023-10-05,2025-07-28
SPD_201001491,CS_11008237,Pln_51000001,2024-01-17,2025-05-03
SPD_201001492,CS_11009605,Pln_51000003,2023-09-18,2024-12-01
SPD_201001493,CS_11000044,Pln_51000002,2024-06-20,2024-07-20
SPD_201001494,CS_11005600,Pln_51000002,2023-06-28,2025-07-29
SPD_201001495,CS_11000358,Pln_51000001,2023-02-28,2024-04-21
SPD_201001496,CS_11002954,Pln_51000002,2023-11-03,2025-05-22
SPD_201001497,CS_11005248,Pln_51000002,2023-05-05,2024-02-08
SPD_201001498,CS_11003065,Pln_51000002,2023-12-01,2024-08-26
SPD_201001499,CS_11003897,Pln_51000002,2023-07-07,2025-06-02
SPD_201001500,CS_11008155,Pln_51000003,2024-12-28,2025-04-30
SPD_201001501,CS_11005487,Pln_51000003,2024-05-22,2025-05-27
SPD_201001502,CS_11005376,Pln_51000003,2023-01-10,2024-11-18
SPD_201001503,CS_11003026,Pln_51000001,2023-02-06,2025-09-29
SPD_201001504,CS_11002594,Pln_51000001,2024-05-16,2025-11-14
SPD_201001505,CS_11002811,Pln_51000002,2023-04-05,2024-05-08
SPD_201001506,CS_11003514,Pln_51000003,2024-08-01,2024-02-19
SPD_201001507,CS_11001843,Pln_51000003,2023-03-25,2024-03-11
SPD_201001508,CS_11004387,Pln_51000003,2023-08-07,2024-10-11
SPD_201001509,CS_11003773,Pln_51000001,2024-11-01,2025-01-29
SPD_201001510,CS_11006281,Pln_51000002,2024-09-30,2024-12-03
SPD_201001511,CS_11000293,Pln_51000003,2024-11-08,2024-11-20
SPD_201001512,CS_11000831,Pln_51000002,2023-08-19,2024-03-23
SPD_201001513,CS_11004708,Pln_51000002,2023-03-03,2025-03-16
SPD_201001514,CS_11000357,Pln_51000001,2024-06-17,2024-10-14
SPD_201001515,CS_11004315,Pln_51000002,2024-05-12,2025-10-16
SPD_201001516,CS_11003796,Pln_51000002,2023-12-14,2024-11-13
SPD_201001517,CS_11007526,Pln_51000001,2023-01-06,2025-06-11
SPD_201001518,CS_11007727,Pln_51000002,2023-01-11,2024-07-05
SPD_201001519,CS_11009355,Pln_51000001,2023-07-10,2025-08-16
SPD_201001520,CS_11008552,Pln_51000002,2024-02-07,2024-06-03
SPD_201001521,CS_11003216,Pln_51000001,2024-07-30,2024-03-27
SPD_201001522,CS_11000018,Pln_51000003,2024-09-21,2024-11-08
SPD_201001523,CS_11003612,Pln_51000003,2024-07-21,2024-01-27
SPD_201001524,CS_11002338,Pln_51000002,2024-06-09,2024-08-05
SPD_201001525,CS_11006404,Pln_51000001,2024-10-26,2025-05-12
SPD_201001526,CS_11001214,Pln_51000001,2024-07-25,2024-05-24
SPD_201001527,CS_11003829,Pln_51000001,2024-07-14,2024-04-07
SPD_201001528,CS_11006287,Pln_51000002,2024-04-10,2024-11-01
SPD_201001529,CS_11008397,Pln_51000002,2023-06-08,2024-12-19
SPD_201001530,CS_11002034,Pln_51000002,2023-05-15,2025-12-01
SPD_201001531,CS_11003474,Pln_51000001,2023-11-23,2025-07-28
SPD_201001532,CS_11008003,Pln_51000003,2023-12-10,2025-01-16
SPD_201001533,CS_11008475,Pln_51000003,2024-06-04,2024-10-29
SPD_201001534,CS_11002735,Pln_51000001,2024-02-24,2024-11-10
SPD_201001535,CS_11007649,Pln_51000003,2023-09-16,2025-08-07
SPD_201001536,CS_11002058,Pln_51000002,2024-12-16,2025-05-18
SPD_201001537,CS_11005416,Pln_51000003,2023-10-19,2025-01-16
SPD_201001538,CS_11008239,Pln_51000002,2023-10-02,2025-12-18
SPD_201001539,CS_11002216,Pln_51000003,2024-05-01,2025-07-14
SPD_201001540,CS_11006304,Pln_51000002,2023-11-28,2024-05-19
SPD_201001541,CS_11004761,Pln_51000001,2024-03-07,2024-08-13
SPD_201001542,CS_11004378,Pln_51000003,2023-03-14,2025-05-05
SPD_201001543,CS_11004698,Pln_51000002,2024-02-04,2025-08-24
SPD_201001544,CS_11001489,Pln_51000003,2024-05-25,2025-02-28
SPD_201001545,CS_11004570,Pln_51000001,2024-01-25,2024-11-25
SPD_201001546,CS_11005310,Pln_51000001,2023-01-21,2024-04-16
SPD_201001547,CS_11009542,Pln_51000001,2024-09-21,2024-09-29
SPD_201001548,CS_11003479,Pln_51000001,2024-01-10,2024-04-02
SPD_201001549,CS_11003066,Pln_51000003,2024-12-04,2025-11-08
SPD_201001550,CS_11007820,Pln_51000002,2023-02-26,2025-01-27
SPD_201001551,CS_11007521,Pln_51000002,2023-10-10,2024-04-05
SPD_201001552,CS_11008809,Pln_51000001,2023-06-04,2024-01-27
SPD_201001553,CS_11007828,Pln_51000002,2023-10-23,2025-06-13
SPD_201001554,CS_11000003,Pln_51000002,2024-03-05,2025-08-15
SPD_201001555,CS_11004605,Pln_51000002,2023-02-01,2024-10-02
SPD_201001556,CS_11009223,Pln_51000002,2023-10-04,2025-07-31
SPD_201001557,CS_11006483,Pln_51000003,2024-04-15,2025-06-04
SPD_201001558,CS_11000260,Pln_51000001,2023-11-30,2024-12-03
SPD_201001559,CS_11008674,Pln_51000002,2024-02-05,2025-10-30
SPD_201001560,CS_11001038,Pln_51000003,2023-09-08,2025-11-18
SPD_201001561,CS_11005471,Pln_51000001,2023-06-25,2025-06-10
SPD_201001562,CS_11008224,Pln_51000003,2024-10-03,2024-04-21
SPD_201001563,CS_11006460,Pln_51000003,2024-01-13,2024-09-12
SPD_201001564,CS_11003328,Pln_51000001,2024-08-14,2024-04-09
SPD_201001565,CS_11004468,Pln_51000002,2024-06-16,2025-10-12
SPD_201001566,CS_11008458,Pln_51000001,2024-07-31,2024-09-20
SPD_201001567,CS_11007158,Pln_51000002,2024-11-20,2025-12-06
SPD_201001568,CS_11008549,Pln_51000002,2023-01-26,2024-12-07
SPD_201001569,CS_11009815,Pln_51000001,2023-05-19,2024-06-14
SPD_201001570,CS_11009824,Pln_51000003,2023-05-16,2025-04-17
SPD_201001571,CS_11007515,Pln_51000002,2023-02-08,2025-08-12
SPD_201001572,CS_11002563,Pln_51000001,2023-06-30,2024-11-22
SPD_201001573,CS_11007550,Pln_51000003,2023-10-01,2024-12-04
SPD_201001574,CS_11005920,Pln_51000001,2023-04-08,2024-12-27
SPD_201001575,CS_11006796,Pln_51000002,2023-04-16,2025-10-23
SPD_201001576,CS_11003311,Pln_51000003,2023-05-23,2024-08-20
SPD_201001577,CS_11008937,Pln_51000001,2023-07-27,2025-01-09
SPD_201001578,CS_11002858,Pln_51000001,2023-09-08,2024-07-09
SPD_201001579,CS_11002057,Pln_51000001,2023-05-29,2025-04-28
SPD_201001580,CS_11009429,Pln_51000001,2023-11-28,2025-04-27
SPD_201001581,CS_11000047,Pln_51000001,2024-12-24,2025-01-09
SPD_201001582,CS_11005593,Pln_51000003,2023-03-13,2024-07-05
SPD_201001583,CS_11006807,Pln_51000001,2023-04-21,2025-11-04
SPD_201001584,CS_11005563,Pln_51000001,2023-01-06,2025-03-07
SPD_201001585,CS_11008932,Pln_51000002,2024-03-26,2025-04-01
SPD_201001586,CS_11002623,Pln_51000001,2023-07-02,2025-08-18
SPD_201001587,CS_11006193,Pln_51000002,2023-01-10,2025-09-01
SPD_201001588,CS_11002828,Pln_51000001,2023-02-23,2024-10-22
SPD_201001589,CS_11006978,Pln_51000001,2023-08-24,2025-11-17
SPD_201001590,CS_11004283,Pln_51000003,2023-12-21,2024-02-11
SPD_201001591,CS_11007651,Pln_51000003,2024-01-02,2025-08-31
SPD_201001592,CS_11006477,Pln_51000003,2024-09-08,2024-01-30
SPD_201001593,CS_11009179,Pln_51000002,2023-11-23,2025-01-20
SPD_201001594,CS_11002626,Pln_51000001,2024-03-22,2024-06-25
SPD_201001595,CS_11008887,Pln_51000002,2023-03-29,2024-09-22
SPD_201001596,CS_11001608,Pln_51000001,2023-06-06,2024-11-11
SPD_201001597,CS_11005151,Pln_51000001,2023-05-20,2024-10-15
SPD_201001598,CS_11001007,Pln_51000002,2023-05-22,2024-04-28
SPD_201001599,CS_11006119,Pln_51000002,2023-04-15,2024-08-15
SPD_201001600,CS_11007592,Pln_51000001,2023-04-02,2025-02-19
SPD_201001601,CS_11008432,Pln_51000003,2023-12-17,2025-11-03
SPD_201001602,CS_11006881,Pln_51000001,2024-09-11,2024-05-06
SPD_201001603,CS_11001298,Pln_51000003,2024-03-29,2024-04-15
SPD_201001604,CS_11002884,Pln_51000001,2023-04-10,2024-09-27
SPD_201001605,CS_11009476,Pln_51000002,2023-08-05,2025-07-28
SPD_201001606,CS_11008026,Pln_51000001,2024-10-09,2025-02-19
SPD_201001607,CS_11000479,Pln_51000002,2024-11-27,2024-06-01
SPD_201001608,CS_11004355,Pln_51000002,2024-10-10,2025-10-13
SPD_201001609,CS_11009048,Pln_51000002,2023-03-16,2024-09-29
SPD_201001610,CS_11007084,Pln_51000001,2024-10-02,2024-01-11
SPD_201001611,CS_11003556,Pln_51000002,2024-03-12,2024-11-13
SPD_201001612,CS_11002095,Pln_51000003,2024-11-05,2025-03-07
SPD_201001613,CS_11002588,Pln_51000001,2023-02-04,2024-03-06
SPD_201001614,CS_11002555,Pln_51000003,2023-05-31,2025-06-28
SPD_201001615,CS_11002908,Pln_51000002,2024-09-11,2025-07-29
SPD_201001616,CS_11002141,Pln_51000001,2024-11-26,2025-03-03
SPD_201001617,CS_11003604,Pln_51000003,2023-07-17,2025-04-09
SPD_201001618,CS_11003861,Pln_51000001,2023-08-24,2025-05-17
SPD_201001619,CS_11009932,Pln_51000002,2024-10-18,2025-03-06
SPD_201001620,CS_11005592,Pln_51000001,2023-11-10,2024-07-10
SPD_201001621,CS_11006735,Pln_51000003,2024-04-10,2025-03-14
SPD_201001622,CS_11007718,Pln_51000002,2024-10-07,2025-11-07
SPD_201001623,CS_11006697,Pln_51000003,2023-04-12,2025-01-25
SPD_201001624,CS_11001670,Pln_51000001,2024-12-24,2025-04-02
SPD_201001625,CS_11005259,Pln_51000003,2023-07-25,2025-04-03
SPD_201001626,CS_11003081,Pln_51000002,2023-08-01,2024-08-25
SPD_201001627,CS_11006977,Pln_51000003,2024-08-07,2025-12-07
SPD_201001628,CS_11003912,Pln_51000001,2024-09-19,2025-05-12
SPD_201001629,CS_11000179,Pln_51000002,2023-05-01,2025-08-04
SPD_201001630,CS_11000555,Pln_51000003,2023-07-24,2024-06-14
SPD_201001631,CS_11003568,Pln_51000002,2023-05-02,2024-06-16
SPD_201001632,CS_11003282,Pln_51000003,2023-11-15,2024-01-31
SPD_201001633,CS_11006214,Pln_51000003,2023-03-16,2024-10-28
SPD_201001634,CS_11004803,Pln_51000002,2023-02-16,2025-12-26
SPD_201001635,CS_11002122,Pln_51000001,2023-09-21,2025-04-08
SPD_201001636,CS_11004794,Pln_51000001,2023-02-07,2024-08-02
SPD_201001637,CS_11004253,Pln_51000003,2023-04-21,2024-02-21
SPD_201001638,CS_11006559,Pln_51000001,2023-09-11,2025-10-11
SPD_201001639,CS_11006592,Pln_51000002,2024-01-12,2025-01-18
SPD_201001640,CS_11002893,Pln_51000001,2023-12-14,2025-12-20
SPD_201001641,CS_11003879,Pln_51000002,2024-02-17,2025-09-17
SPD_201001642,CS_11007251,Pln_51000002,2023-04-25,2025-07-29
SPD_201001643,CS_11001141,Pln_51000002,2024-03-26,2025-12-21
SPD_201001644,CS_11009892,Pln_51000003,2024-01-17,2025-07-24
SPD_201001645,CS_11000495,Pln_51000002,2023-02-06,2024-12-10
SPD_201001646,CS_11006550,Pln_51000002,2023-11-27,2024-07-16
SPD_201001647,CS_11004170,Pln_51000002,2023-10-16,2025-11-15
SPD_201001648,CS_11006401,Pln_51000001,2023-12-14,2024-04-20
SPD_201001649,CS_11009217,Pln_51000002,2023-12-26,2024-03-25
SPD_201001650,CS_11003238,Pln_51000002,2024-01-12,2025-01-24
SPD_201001651,CS_11002871,Pln_51000003,2024-09-22,2025-06-16
SPD_201001652,CS_11005767,Pln_51000001,2023-08-15,2025-07-23
SPD_201001653,CS_11006054,Pln_51000001,2024-04-17,2025-03-06
SPD_201001654,CS_11005857,Pln_51000003,2024-10-06,2024-07-08
SPD_201001655,CS_11001416,Pln_51000001,2024-01-01,2025-05-30
SPD_201001656,CS_11003534,Pln_51000001,2023-08-06,2024-04-08
SPD_201001657,CS_11001757,Pln_51000003,2023-04-19,2024-01-22
SPD_201001658,CS_11004397,Pln_51000003,2023-04-10,2024-10-05
SPD_201001659,CS_11000369,Pln_51000001,2024-07-16,2025-09-01
SPD_201001660,CS_11007171,Pln_51000001,2024-03-04,2024-06-11
SPD_201001661,CS_11006003,Pln_51000002,2023-07-11,2024-07-13
SPD_201001662,CS_11002763,Pln_51000002,2024-03-21,2024-02-26
SPD_201001663,CS_11008305,Pln_51000002,2023-12-22,2024-03-28
SPD_201001664,CS_11005169,Pln_51000001,2023-03-10,2024-06-23
SPD_201001665,CS_11002927,Pln_51000001,2024-06-19,2024-07-15
SPD_201001666,CS_11007731,Pln_51000003,2023-03-13,2024-03-03
SPD_201001667,CS_11001285,Pln_51000003,2023-12-10,2025-05-12
SPD_201001668,CS_11007835,Pln_51000001,2024-11-21,2025-05-20
SPD_201001669,CS_11002215,Pln_51000003,2023-01-27,2025-10-19
SPD_201001670,CS_11008768,Pln_51000001,2024-07-04,2024-02-13
SPD_201001671,CS_11003134,Pln_51000002,2024-02-10,2025-08-14
SPD_201001672,CS_11005785,Pln_51000001,2024-10-11,2024-05-26
SPD_201001673,CS_11003315,Pln_51000001,2024-05-25,2025-10-31
SPD_201001674,CS_11009699,Pln_51000003,2023-10-14,2024-12-15
SPD_201001675,CS_11005891,Pln_51000001,2023-02-01,2025-11-19
SPD_201001676,CS_11004613,Pln_51000002,2023-05-12,2024-07-30
SPD_201001677,CS_11007314,Pln_51000002,2023-09-01,2024-07-28
SPD_201001678,CS_11005565,Pln_51000001,2024-03-22,2025-03-31
SPD_201001679,CS_11004710,Pln_51000002,2023-09-25,2024-06-04
SPD_201001680,CS_11000754,Pln_51000003,2024-01-14,2024-07-12
SPD_201001681,CS_11003484,Pln_51000001,2024-03-24,2025-03-17
SPD_201001682,CS_11000526,Pln_51000002,2023-10-10,2025-08-22
SPD_201001683,CS_11009690,Pln_51000002,2024-08-05,2025-09-27
SPD_201001684,CS_11007042,Pln_51000003,2023-11-25,2024-06-24
SPD_201001685,CS_11006481,Pln_51000001,2024-12-22,2025-02-20
SPD_201001686,CS_11005580,Pln_51000003,2023-03-05,2024-05-07
SPD_201001687,CS_11001806,Pln_51000002,2023-02-02,2024-04-19
SPD_201001688,CS_11006371,Pln_51000001,2024-05-15,2025-01-24
SPD_201001689,CS_11005109,Pln_51000001,2024-10-20,2025-03-23
SPD_201001690,CS_11005614,Pln_51000003,2024-10-28,2024-07-29
SPD_201001691,CS_11009864,Pln_51000001,2024-11-26,2024-05-24
SPD_201001692,CS_11008986,Pln_51000002,2023-09-18,2025-06-23
SPD_201001693,CS_11004340,Pln_51000002,2023-02-26,2025-06-12
SPD_201001694,CS_11000234,Pln_51000001,2023-09-23,2024-09-01
SPD_201001695,CS_11006330,Pln_51000001,2024-08-30,2024-10-29
SPD_201001696,CS_11006520,Pln_51000003,2023-11-07,2025-03-05
SPD_201001697,CS_11007392,Pln_51000003,2023-10-03,2025-12-12
SPD_201001698,CS_11004818,Pln_51000002,2023-12-18,2025-12-09
SPD_201001699,CS_11001705,Pln_51000001,2024-02-11,2024-02-19
SPD_201001700,CS_11001164,Pln_51000001,2023-04-12,2025-05-06
SPD_201001701,CS_11003745,Pln_51000002,2024-05-06,2025-01-29
SPD_201001702,CS_11004643,Pln_51000003,2024-10-08,2024-07-05
SPD_201001703,CS_11007296,Pln_51000002,2024-05-24,2025-11-08
SPD_201001704,CS_11001045,Pln_51000002,2023-01-14,2024-09-28
SPD_201001705,CS_11000343,Pln_51000003,2023-03-04,2025-10-01
SPD_201001706,CS_11006597,Pln_51000003,2024-12-01,2025-04-17
SPD_201001707,CS_11007669,Pln_51000002,2024-01-07,2024-06-30
SPD_201001708,CS_11006944,Pln_51000001,2024-02-11,2025-07-29
SPD_201001709,CS_11009540,Pln_51000001,2024-02-25,2024-06-22
SPD_201001710,CS_11003905,Pln_51000001,2023-01-12,2024-04-16
SPD_201001711,CS_11003184,Pln_51000002,2023-07-02,2025-02-20
SPD_201001712,CS_11006062,Pln_51000002,2024-04-30,2024-03-22
SPD_201001713,CS_11004570,Pln_51000003,2023-01-12,2024-06-02
SPD_201001714,CS_11006029,Pln_51000003,2024-10-20,2025-01-08
SPD_201001715,CS_11003598,Pln_51000001,2024-04-24,2025-08-07
SPD_201001716,CS_11009366,Pln_51000003,2024-03-24,2025-02-21
SPD_201001717,CS_11004623,Pln_51000002,2024-04-18,2025-11-20
SPD_201001718,CS_11007019,Pln_51000001,2024-08-28,2024-07-08
SPD_201001719,CS_11008686,Pln_51000001,2023-03-29,2024-06-22
SPD_201001720,CS_11003123,Pln_51000003,2023-03-01,2024-07-19
SPD_201001721,CS_11005754,Pln_51000002,2024-01-18,2024-11-27
SPD_201001722,CS_11009523,Pln_51000002,2023-06-26,2024-11-02
SPD_201001723,CS_11000694,Pln_51000002,2024-02-17,2024-10-19
SPD_201001724,CS_11004909,Pln_51000001,2024-02-10,2024-12-31
SPD_201001725,CS_11005999,Pln_51000001,2023-03-29,2025-10-31
SPD_201001726,CS_11004901,Pln_51000003,2023-09-21,2025-06-20
SPD_201001727,CS_11008992,Pln_51000002,2023-08-31,2025-09-06
SPD_201001728,CS_11003291,Pln_51000001,2024-09-15,2025-06-22
SPD_201001729,CS_11002160,Pln_51000002,2023-12-23,2024-04-24
SPD_201001730,CS_11002276,Pln_51000003,2023-02-26,2025-12-14
SPD_201001731,CS_11004937,Pln_51000003,2023-10-18,2025-08-04
SPD_201001732,CS_11007347,Pln_51000003,2024-10-27,2024-05-22
SPD_201001733,CS_11005683,Pln_51000002,2024-11-03,2024-05-01
SPD_201001734,CS_11000117,Pln_51000003,2023-08-12,2025-12-09
SPD_201001735,CS_11008405,Pln_51000001,2024-02-28,2025-11-04
SPD_201001736,CS_11003334,Pln_51000001,2023-05-13,2025-05-15
SPD_201001737,CS_11005539,Pln_51000001,2024-12-10,2024-07-22
SPD_201001738,CS_11003485,Pln_51000003,2023-11-11,2025-03-25
SPD_201001739,CS_11002471,Pln_51000002,2023-05-08,2025-08-31
SPD_201001740,CS_11007412,Pln_51000001,2023-02-28,2024-06-23
SPD_201001741,CS_11004839,Pln_51000002,2024-01-28,2025-02-11
SPD_201001742,CS_11004287,Pln_51000001,2023-10-30,2025-10-04
SPD_201001743,CS_11002949,Pln_51000003,2024-06-09,2024-03-15
SPD_201001744,CS_11003559,Pln_51000001,2024-11-06,2024-09-17
SPD_201001745,CS_11002999,Pln_51000001,2023-02-14,2025-10-13
SPD_201001746,CS_11001777,Pln_51000001,2024-02-29,2025-05-09
SPD_201001747,CS_11000127,Pln_51000001,2024-11-24,2025-08-06
SPD_201001748,CS_11000697,Pln_51000001,2023-06-15,2024-09-14
SPD_201001749,CS_11006728,Pln_51000003,2024-07-03,2024-06-14
SPD_201001750,CS_11001183,Pln_51000003,2024-04-27,2024-10-02
SPD_201001751,CS_11009943,Pln_51000002,2023-10-08,2025-04-14
SPD_201001752,CS_11008456,Pln_51000001,2024-05-13,2024-01-17
SPD_201001753,CS_11008479,Pln_51000001,2024-07-03,2024-09-25
SPD_201001754,CS_11004006,Pln_51000001,2024-03-21,2024-12-25
SPD_201001755,CS_11002810,Pln_51000002,2023-05-23,2025-05-02
SPD_201001756,CS_11007616,Pln_51000003,2024-02-07,2024-10-17
SPD_201001757,CS_11006851,Pln_51000003,2023-11-02,2024-11-29
SPD_201001758,CS_11003093,Pln_51000001,2024-08-05,2024-05-08
SPD_201001759,CS_11007125,Pln_51000002,2023-02-23,2024-03-27
SPD_201001760,CS_11007180,Pln_51000001,2023-01-26,2025-03-30
SPD_201001761,CS_11004793,Pln_51000003,2024-12-21,2025-08-14
SPD_201001762,CS_11000659,Pln_51000001,2023-10-29,2024-07-21
SPD_201001763,CS_11006867,Pln_51000002,2023-02-25,2025-07-08
SPD_201001764,CS_11006589,Pln_51000003,2024-12-08,2025-11-30
SPD_201001765,CS_11007030,Pln_51000001,2023-04-22,2025-11-26
SPD_201001766,CS_11001212,Pln_51000003,2023-12-07,2025-10-29
SPD_201001767,CS_11001460,Pln_51000001,2024-12-27,2025-07-02
SPD_201001768,CS_11001887,Pln_51000003,2023-03-28,2024-05-17
SPD_201001769,CS_11005845,Pln_51000001,2024-10-27,2024-02-04
SPD_201001770,CS_11005946,Pln_51000002,2024-07-30,2025-08-24
SPD_201001771,CS_11002510,Pln_51000002,2023-01-20,2025-01-01
SPD_201001772,CS_11008039,Pln_51000001,2024-07-20,2024-11-28
SPD_201001773,CS_11006272,Pln_51000002,2023-07-27,2025-03-25
SPD_201001774,CS_11000893,Pln_51000001,2023-06-27,2025-10-18
SPD_201001775,CS_11005344,Pln_51000003,2023-04-22,2025-09-15
SPD_201001776,CS_11005691,Pln_51000002,2023-09-29,2024-11-29
SPD_201001777,CS_11005358,Pln_51000002,2024-07-13,2025-07-13
SPD_201001778,CS_11002006,Pln_51000003,2023-01-18,2024-10-14
SPD_201001779,CS_11003921,Pln_51000003,2024-11-14,2024-03-24
SPD_201001780,CS_11006812,Pln_51000001,2023-01-03,2025-06-15
SPD_201001781,CS_11006398,Pln_51000003,2024-03-06,2024-02-14
SPD_201001782,CS_11007308,Pln_51000002,2023-10-24,2025-12-23
SPD_201001783,CS_11003893,Pln_51000003,2023-03-12,2024-09-11
SPD_201001784,CS_11007019,Pln_51000002,2024-02-12,2025-04-22
SPD_201001785,CS_11000858,Pln_51000001,2023-11-27,2024-08-02
SPD_201001786,CS_11002972,Pln_51000003,2023-01-08,2024-06-19
SPD_201001787,CS_11009036,Pln_51000002,2023-01-14,2025-10-21
SPD_201001788,CS_11004429,Pln_51000002,2023-03-18,2024-08-18
SPD_201001789,CS_11008893,Pln_51000002,2023-09-14,2024-08-10
SPD_201001790,CS_11001759,Pln_51000002,2023-09-06,2025-07-15
SPD_201001791,CS_11005450,Pln_51000002,2023-10-15,2025-09-22
SPD_201001792,CS_11008156,Pln_51000001,2023-10-06,2025-06-13
SPD_201001793,CS_11005661,Pln_51000003,2024-11-26,2025-02-17
SPD_201001794,CS_11000489,Pln_51000001,2024-02-05,2025-04-30
SPD_201001795,CS_11000915,Pln_51000001,2024-01-17,2025-05-16
SPD_201001796,CS_11002792,Pln_51000003,2023-09-26,2024-07-15
SPD_201001797,CS_11003540,Pln_51000002,2024-12-15,2024-08-31
SPD_201001798,CS_11008474,Pln_51000002,2024-11-30,2024-10-18
